tweet,created_at
"BEAST #7650 just sold for 0.332Ξ ($751.72)!

Seller: 0x9c9d 
Buyer: 0x5b01 

#AKCB #BAGMI #WAGMI
https://t.co/yafqK28f0J https://t.co/31mQjmyGTs",2023-12-06 20:19:20+00:00
@TudorP16 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:19:19+00:00
@funnyboredseals @StielHugh @objktcom @opensea It wouldn't need to be an NFT 😊 just a 3d model x,2023-12-06 20:19:15+00:00
"💙 Sweet Dreams World 💙

“Notre-Dame de Paris” 
Available on @OpenSea for 0.125 $ETH https://t.co/2pemksEeHk",2023-12-06 20:19:02+00:00
@RomaKhozin @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:18:54+00:00
"The Museum of Everything. Nowhere, anytime. On @opensea. 

#NFTCommunity #nftart #OpenSeaMarket #NFT https://t.co/xHjfneNOsZ",2023-12-06 20:18:52+00:00
"@MercedesBenz https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:18:49+00:00
@RULDZ1 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:18:48+00:00
@slavsba1972 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:18:41+00:00
"🎁 $OKB AIRDROP Crypto

CLAIM: https://t.co/taijzPdvYU

#matic #Binance #zkSync $APE #AAVE #crypto #bitcoin #Beanz $ADA #Azuki $BTC #BAYC #okx #blur #web3 #token #ETH #metamask #trustwallet $BNB crypto #zealy #opensea #airdrop #trading #nakamigos #USDT #USDC https://t.co/nyYfvj8CFy",2023-12-06 20:18:41+00:00
@opensea Let’s please see a token,2023-12-06 20:18:40+00:00
@TudorP16 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:18:34+00:00
"BETA Greece Grenada BYD btctoday WAN opensea nfts   #DOXcoin

 NEM  FUN  XEM  Shentu  Zilliqa

✅ Official GIVEAWAY 👇👇👇 https://t.co/VIquTCeayA",2023-12-06 20:18:16+00:00
@Studiowvdh @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:18:12+00:00
"Boney Bat #109 #theboneybatz #boneysnft 

https://t.co/SCHYhtomPP https://t.co/6VYkGDaPam",2023-12-06 20:18:09+00:00
A very rare NFT - Tier 5 of the collection https://t.co/7BcVtPZDpk via @opensea,2023-12-06 20:18:08+00:00
"@Lamborghini https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:18:03+00:00
@Vales793 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:18:01+00:00
@Vales793 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:17:52+00:00
"@sendr0ck @Benjamin___Shin @samanthacavet @loisvoirol @ChristiesInc gmgM!

each created 1 on 1 with an impressionistic style!  For 300 days a reflection in a mirror world with impressions of each day...

https://t.co/CepOs13pnR

@MelihhKara @busraecem_eth @andrealitmus https://t.co/25r8nkJkcp",2023-12-06 20:17:52+00:00
@iammonurohila @CryptoZaabi @RareApepesNFT @opensea you are the best 😄😃 https://t.co/Dx0IOqzGph,2023-12-06 20:17:51+00:00
"Hey @CryptoZaabi 😍 Please Check out my item listing on @RareApepesNFT  OpenSea just for 0.5! 

Hope you will include This @RareApepesNFT
in your fromily 🐸 soon.

https://t.co/ymXdeMdLA1 via @opensea",2023-12-06 20:17:46+00:00
@Animadroids @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:17:32+00:00
"Cyber Friday Deal
Check out my item listing on OpenSea! https://t.co/F7lCzFn272 via @opensea",2023-12-06 20:17:25+00:00
"@opensea W.A.G.M.I.  📸
(We Animals Gonna Make It) 

https://t.co/CmNgh3LidW https://t.co/RSvkdRam0i",2023-12-06 20:17:23+00:00
@lobsterpixels @opensea @X @0xPolygon Thanks lobster,2023-12-06 20:17:20+00:00
"@BMW https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:17:19+00:00
@Vales793 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:17:13+00:00
@ScorpioNeria @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:17:04+00:00
"Hello @elonmusk , you are my last chance. Can you buy one of my NFT? You would give me a Christmas present and it wouldn't hurt you. I would be fine and maybe others would buy my NFTs too? THANX Elon
https://t.co/bKdM5OcJCX",2023-12-06 20:17:00+00:00
"💚Wild west Woman 💚
BlackCanvas Ai Art
#AIArtwork #AIartボディスーツ部 #aiart #PromptShare #illustration #dalle3art #Creatives #prompt #AIArtistCommunity #aiartcommunity #NFTGiveaway #NFTCommunity #nftart #OPENSEA #midjourney #digitalart #etsy https://t.co/eDDoCLq7lB",2023-12-06 20:16:59+00:00
@Vales793 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:16:59+00:00
"@opensea “DREAMS” An aesthetic creation. Is the creative energy the symbols, and archetypes that often been draw from the collective unconscious? Is the process of creation purely intellectual or algorithmic? https://t.co/dmIRMUp40S",2023-12-06 20:16:58+00:00
"You must have this NFT  #DOXcoin

 economy  nft  nfts  opensea  nftcrypto

✅ Official GIVEAWAY 👇👇👇 https://t.co/sQNVqu0uey",2023-12-06 20:16:57+00:00
@TudorP16 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:16:52+00:00
MoonGhosts on OpenSea : https://t.co/qIizScJ5Gy…,2023-12-06 20:16:49+00:00
@ghouls_club_nft @opensea @X @0xPolygon Whoopwhoop! Great community,2023-12-06 20:16:46+00:00
@RomaKhozin @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:16:46+00:00
@Vusali_ @opensea thank you lady🌹❤️🌹,2023-12-06 20:16:42+00:00
@opensea #HamsterCoin You'll see the best of them soon 🐹🚀💯💥,2023-12-06 20:16:39+00:00
@jaystansfield @StielHugh @objktcom @opensea I could coin this one in @objktcom https://t.co/lDLziK7S66,2023-12-06 20:16:38+00:00
😅My pretty @__abbz__1 ! ArtStyleMimi #114 is a first-class mechanic! Do you want to upgrade your car?) Come to the Mimi car service and you will be very satisfied with the result of the work done! Discounts for regular customers!;) https://t.co/RjuYEuGHOK😉,2023-12-06 20:16:30+00:00
@NTBro Starting with our #1 grifter / shiller @Opensea,2023-12-06 20:16:10+00:00
"🎁 Crypto $TIA AIRDROP 

 CLAIM: https://t.co/Mfw6Bs88fw 

 #matic #Binance $ADA #Azuki $BTC #BAYC #okx #blur #web3 #token #ETH #metamask #trustwallet $BNB crypto #zealy #opensea #airdrop #trading #nakamigos #USDT #USDC https://t.co/xNVEr8SfV4",2023-12-06 20:16:09+00:00
"@opensea #hamstercoin will be the star of 2024, let's watch together",2023-12-06 20:15:59+00:00
"The wait is finally over! 
Mfer Bears Mint open tomorrow!

Grab your very own bear market buddy!

#mfers #NFT 

Dezember 7. 8pm UTC
https://t.co/mDJZW9CFCo https://t.co/41Pv03m5xK",2023-12-06 20:15:55+00:00
"@BBCWorld https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:15:44+00:00
"@TOPDOGE007 https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:15:39+00:00
@funnyboredseals @jaystansfield @StielHugh @objktcom @opensea worked! can confirm.\n Tried with 1 ETH and i already have 1.28 in few hours.\n Thank you so much! https://t.co/I0acm9tneo,2023-12-06 20:15:21+00:00
@KlawMachineArt @ClaireFirley @joey3d_ @Ghostly_Kittens @AtikoAE Los Cryptopablos https://t.co/CW2cGQpADX,2023-12-06 20:15:21+00:00
"@jaystansfield @StielHugh Well, I can't mint it since it's an entry for another contest, plus I can only mint it on @objktcom  since I can't use @opensea  because I'm Venezuelan.",2023-12-06 20:15:14+00:00
"@TOPDOGE007 https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:15:12+00:00
"@Doodlegenics @CuteCreepyGang
💀💜💀 Dead Cute Sugar Skulls
A collection of 10,000 unique, hand drawn, Dead Cute Sugar Skulls living their best afterlife on the Ethereum blockchain. 💀💜💀 0.001ETH 

https://t.co/v3CE6bFg2s https://t.co/M5xGtqENtf",2023-12-06 20:15:12+00:00
"Mythics #7923 was revealed.

Source: Runic egg 
Collector Prof: https://t.co/sEzD72OGIH 

OS Link: https://t.co/QroF6gWEmk https://t.co/5UL3YEDSHH",2023-12-06 20:15:11+00:00
@MarianaMKiss Hattie Trumble  https://t.co/K0oxBwilZl https://t.co/YIgzo7xGlu Discord: ilkay#3165,2023-12-06 20:15:06+00:00
"My fantastic NFT brings you luck of your life! 
Check it out before it's gone!
Check out this item on OpenSea https://t.co/UGEf0CewYM via @opensea",2023-12-06 20:15:06+00:00
"@TIME https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:15:01+00:00
"Tomorrow's work
cos its

''Paradox''
Distortions of Mind collection

30 eds.
Thank you.
#nft #nftcommunity
https://t.co/p8OhxSeQQ6 @opensea https://t.co/tUvPODXF4r",2023-12-06 20:14:57+00:00
"My most worthy work .
  
   Whenever I saw these , 
 I realise that what miss by me .
 My most loved art @opensea 
Link- in bio 
Please 🙏 check out this 
#COVID19 #antireport #BRC20 #nftart #NFT #CR7 #CristianoRonaldo #Twitter 
@ArtbyFir @nikiiasky @eddietradezz @diogosampaioART https://t.co/jddlrqccLk",2023-12-06 20:14:55+00:00
Check out my item listing on OpenSea! https://t.co/96Q5qyBoXl via @opensea,2023-12-06 20:14:52+00:00
"@macro_muscle The_Drinkers🥂
🔗 https://t.co/xJplSzALbz https://t.co/zEN0fp5gMg",2023-12-06 20:14:51+00:00
"BURNING INTERN RULES 🔥🔥🔥

1 x gift  🎁 = 2 wristbands 
https://t.co/7UxoneVzpE

3 x brew ☕️ = 1 wristband
https://t.co/VMe3HF0gSU

5 x internball 🎱 = 1 wristband
https://t.co/HVKqygmXXs

🗓️ Monday 11th Dec 10AM ET
⏱️ Live for 48h https://t.co/pYilNq2lpQ",2023-12-06 20:14:33+00:00
"@rarible https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:14:01+00:00
"@Ashcryptoreal https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:13:37+00:00
@ll0__oll Lovie Stayton https://t.co/CNTY5tanYu https://t.co/XJaBXL174W,2023-12-06 20:13:23+00:00
"FULL SEND METACARD #3274, was purchased for a total of 0.26 ETH ($596.46 USD).

https://t.co/ItK7kjSj0D",2023-12-06 20:13:15+00:00
"@BabyDogeCoin https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:13:14+00:00
"@TOPDOGE007 https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:12:59+00:00
"Hello, everyone.  I want to start by thanking everyone who truly enjoys art and the work that I'm trying to do.  I want to say thank you to those who appreciate beautiful things in life.
     I originally started Opensea as a way to raise funds for medical treatment, but Due to a… https://t.co/zZW0YgbpAP",2023-12-06 20:12:53+00:00
"The #microscopic salt gallery presents:

🟣“Longtooth”🟢~now at 1 #ETH !

Dont miss!⭐️Buy it now!👇
#Microscopy #NFTPhotography
#NFTArtist #NFT #NFTArtworks  https://t.co/7Mu4e1bUNC",2023-12-06 20:12:51+00:00
"@TIME https://t.co/WCpP1mGyxI

The best and most visited unique piece of Swiss cheese, this is a lasting and historical art, if you want to have this wonderful NFT, hurry up...",2023-12-06 20:12:50+00:00
sell my NFT #nft #NFT #eth #Etherum #digitalart #digitalpainting #Crypto #NFTMarketplace #opensea #mintable #RaribleNFTs #OpenSeaNFT #openseamarket https://t.co/nrQxbLiYiN,2023-12-06 20:12:49+00:00
@uliynic @opensea Have a great one Uli!,2023-12-06 20:12:32+00:00
sell my NFT #nft #NFT #eth #Etherum #digitalart #digitalpainting #Crypto #NFTMarketplace #opensea #mintable #RaribleNFTs #OpenSeaNFT #openseamarket https://t.co/1dqSJA7XpX,2023-12-06 20:12:30+00:00
@artsspacework @opensea @thehugxyz Good night 😴,2023-12-06 20:12:23+00:00
"@culture3xyz Winter vibes 🫡

https://t.co/S5Ag48Zwi8 https://t.co/pxPe3TNlBO",2023-12-06 20:12:20+00:00
"@AlphaSeeker21 $WECO is aiming to be the opensea of RWA
@WESET_io  check them out. $2.5m mc",2023-12-06 20:12:11+00:00
sell my NFT #nft #NFT #eth #Etherum #digitalart #digitalpainting #Crypto #NFTMarketplace #opensea #mintable #RaribleNFTs #OpenSeaNFT #openseamarket https://t.co/b5eDZZXdcs,2023-12-06 20:12:06+00:00
"Сontinue to count up to 1000.
Today is day 600.
#NFT collection link:
https://t.co/CZZkbiX9Qm https://t.co/tkEtOP5mAn",2023-12-06 20:12:06+00:00
@KMehamil “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:11:52+00:00
"@kasleer @objktcom @opensea kasleer if I want to buy it, can you send the copy that is on the paper to Turkey",2023-12-06 20:11:25+00:00
People should ditch Opensea and migrate to LooksRare permanently already,2023-12-06 20:11:20+00:00
"Whoop whooop, Christmas is coming ! 
https://t.co/Pkgq8r2yiK",2023-12-06 20:11:19+00:00
"cryptocurrencies by market cap. Other notable memecoins include  #DOXcoin

 opensea  nftcrypto  solana  nftmoney  trump

✅ Official GIVEAWAY 👇👇👇 https://t.co/eFlRdkONln",2023-12-06 20:11:10+00:00
"The Plague #5962 bought for 0.39 ETH (871.91 USD) on Blur via Opensea Pro  #ThePlague  

https://t.co/zpK46Cecfd https://t.co/zVR9k8sOta",2023-12-06 20:10:54+00:00
If you wanted to sell 1/1 handdrawn art stuff. Is opensea and eth still the way to go?,2023-12-06 20:10:50+00:00
"@Doodlegenics Available on Secondary ⬇️
https://t.co/0RBsWyWq03 https://t.co/nzLhIoPu0h",2023-12-06 20:10:50+00:00
👽Hey @Upenndrasinhch1 ! Mimi #377 prepares for the brightest event every year! She lives in Brazil) where the famous carnival takes place! Look at what an amazing costume she has prepared for the performance! Are you going to the Brazilian carnival? https://t.co/H7jIoRgTJD🫶,2023-12-06 20:10:30+00:00
"My #NFTs are available. #NFTCommunity hope you like this #NFT Check out this item on #Opensea.  #NFTsales #findyourthing #giftideas #gifts #BuyIntoArt #ArtistsOnTwitter #print #printmaking 

⬇️ ⬇️ LINK ⬇️ ⬇️
https://t.co/t954paOYpv https://t.co/x89wYrkwVb",2023-12-06 20:10:14+00:00
@TudorP16 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:10:12+00:00
"FROGOD ORIGINS #52

PROPERTIES: TEXTURE 4, EDGE 7, 3 PHASES, PINK FROG

https://t.co/XGLCajkgOW

#frogatars #nft #nftart #cryptoart #nfts #nftcommunity #cryptoartist #nftcollectors #coinbase #opensea #rarible #x2y2 #nftcollectibles #nftartists #raredigitalart",2023-12-06 20:10:08+00:00
"Art studio in Kyiv

“photographed with paints 6”

 https://t.co/ma9Gxj29fb https://t.co/anMgvs412D",2023-12-06 20:10:08+00:00
@RoyceB1 @trapdaddyvoss @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:10:01+00:00
@saifary11 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:09:48+00:00
"Imagining our world brings goodness and a smile! Support the good.
https://t.co/Kkw034U746
#GoldenEggs #NFTs #CryptoArt #Minting https://t.co/TIY3saVvWx",2023-12-06 20:09:34+00:00
@MrSebGod @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:09:26+00:00
@SwiggaJuice @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:09:18+00:00
"Art studio in Kyiv

“photographed with paints 7”

 https://t.co/ma9Gxj29fb https://t.co/djdDaLv8cN",2023-12-06 20:09:16+00:00
@nouns2023 “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:08:58+00:00
@Momonik3999 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:08:53+00:00
@ethereum_a42533 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:08:45+00:00
"@opensea Before discuss this business question, I’d like to ask you:
Do you have any intentions to prove something or teach someone?",2023-12-06 20:08:40+00:00
"@ScorpioNeria @ImaginaryXNFTs Triple fire..

https://t.co/2i3U4ixBNc",2023-12-06 20:08:37+00:00
"Would you like to win one of these skulls?

Then join the Space Skulls Univere💀🩶

New Auction starts in 1h👇👇

https://t.co/4ZuLTboHA5 https://t.co/CVhR3J0FV1",2023-12-06 20:08:29+00:00
"@0xmd10 Yes sir! ❤️
https://t.co/iJQYTRQodL",2023-12-06 20:08:24+00:00
"de1282 sold 19 Yogapetz (@Yogapetz) for Ξ11.34 🔴

https://t.co/zeyXQcxrr2 https://t.co/Tj11oooIzN",2023-12-06 20:08:19+00:00
@IntLocusofCon @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:08:07+00:00
"@KnownOrigin_io Hello, this is Carmen. opensea is for sale. Features: This dress has blue-gray colors and has a gray border on the legs of the skirt.  The sleeves are cloche.  A single version in Opensea
🖇https://t.co/5FA5lHCdjQ
  Page on Instagram:
  _elham.khayambashi
#NFT #NFTCommuntiy https://t.co/02QpAakkyQ",2023-12-06 20:08:07+00:00
@mooncat5997 @opensea Blur does 80%+ of the trading volume. OS is dead except for 1155 tokens,2023-12-06 20:08:06+00:00
"Icy Chrome (#0816)
0.15 $ETH • 1/1 #3Dartwork

https://t.co/PcKWIoQOQf https://t.co/EQMHGrRNR0",2023-12-06 20:08:01+00:00
@Animadroids @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:07:55+00:00
"Drill Club #3759 has been sold!
💼 Marketplace: OpenSea
🏷️ Price: 145 $MATIC
💵 Value: $121 https://t.co/8ZuoFlEDU6",2023-12-06 20:07:52+00:00
"Lightning Elemental #6812 was revealed.
Bean Tier: ✦
Collector Profile: https://t.co/UV2eleejO2

OS Link: https://t.co/Bc7bVEcs92 https://t.co/hecV6pCOnH",2023-12-06 20:07:41+00:00
Opensea they know what they should do. You see that beam across the ceiling ...,2023-12-06 20:07:38+00:00
"2 Chimpers swept for a total of 0.94 ETH(2,119.63 USD) on Blur via Opensea Pro #Chimpers  

https://t.co/O2I81XeFxH https://t.co/I2BrLHuStI",2023-12-06 20:07:27+00:00
"BTC to the Mooon 😍 Momonik to the Mooon 😍

Check out this item on OpenSea https://t.co/Od3IBMljUG via @opensea",2023-12-06 20:07:27+00:00
"Carpetdiem #0031 listed on @OpenSea 🏷

List price 0.33 ETH 
Floor 0.33 ETH 

⛵ https://t.co/9ce97PznJa

#generativeart #artxcode #carpetdiem #onchain #artonblockchain https://t.co/qaOedlEIXz",2023-12-06 20:07:08+00:00
@TudorP16 @opensea “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:07:06+00:00
"@opensea Using NFT like pre-nup, get people not just automate this not pleasure action, but turn it into the form of trust among a two loved persons.",2023-12-06 20:07:03+00:00
@Hp24224664 @StielHugh “Hello! Love your content. Could you kindly share your opensea link?  And don’t forget to follow me Thanks!”,2023-12-06 20:06:53+00:00
"GM Legend ☕️
Lets join the #fatfam club ❤️
#NFTCommunity
#NFTkid #SupportEachOthers #katocrew #blamekato #sneakerhead #ladyBAYC #MetaVixens 
#s0meone_u_know

https://t.co/AMTA1ExgfJ https://t.co/0NF9LfaWwz",2023-12-06 20:06:51+00:00
"@MetaLadies_ Hey 👋🏻 
“Soul of the universe”💙

The universe has a feminine essence - mysterious and alluring! She can be as dangerous as she is beautiful. Be careful!
0.05 ETH 
1/1 art
No AI 🙅‍♀️

https://t.co/vhgumYdrV3 https://t.co/qpflQRLMg3",2023-12-06 20:06:37+00:00
"All are insane nft collection🔥🔥🔥🔥🔥@elonmusk. @mcuban  @StephenCurry30.  @SDinwiddie_25. @pranksy @justinbieber.  @SnoopDogg
@davibeckham24x7 @cristiano @kingjames

https://t.co/5WR6SyPrde",2023-12-06 20:05:41+00:00
😈Hey @PHYSCO0409 ! ArtStyleMimi #310 loves theater and tries not to miss a single premiere! After the performance she wants to discuss the production with a friend) but Mimi has no friends. Maybe you want to go to the theater with Mimi? https://t.co/LGAxYVndZh😊,2023-12-06 20:05:40+00:00
"@artsspacework @opensea @thehugxyz GM/GN Hazem
how true...",2023-12-06 20:05:32+00:00
"Have you made your bid(s) yet? This awesome #NFT of a leopard eating was taken by #OneToadPhotography in Masai Mara, Kenya. Bidding starts at .1 $ETH 

#veteranowned #NFTCommunity #wildlife 

https://t.co/eYAq79bnKO https://t.co/OpCIo5gwRe",2023-12-06 20:05:21+00:00
"EGLD Mali Malta Dollar investing cryptonewstoday centralcee APE   #DOXcoin

 nft  nfts  opensea  nftcrypto  solana

✅ Official GIVEAWAY 👇👇👇 https://t.co/rhrflR9wjm",2023-12-06 20:05:17+00:00
"This is my last graf listed and reserved for one of the best lover of #USA, the great @StielHugh 👏👏🇺🇸🇺🇸

Hope you like it!!!

https://t.co/WrN2boRPpi

#NFT #NFTCommunity #nfts #opensea #nftcollectors https://t.co/Pyr1Vdcj9O",2023-12-06 20:05:10+00:00
"**First mint for Prop House**
Contract: https://t.co/Zqw412C2yE
Opensea: https://t.co/ueLDF8sTQN
Holders: 3
Mints: 8",2023-12-06 20:05:09+00:00
"All are insane nft collection🔥🔥🔥🔥🔥
@elonmusk. @mcuban  @StephenCurry30 @SDinwiddie_25. @pranksy. @justinbieber.  @SnoopDogg
@davibeckham24x7 @cristiano @kingjames

https://t.co/BKcZoUVhO1",2023-12-06 20:05:04+00:00
"📊 Gemini Exchange
♊️ https://t.co/tsdOhY1gHW 

📊 Dapp Wallet
⛏️ Mining Pool
🪙 BRC20 Deployment 

🔗 https://t.co/Qu1GENSXjI
💳 USE Code V557873 
🆔️ KYC Option 

🪟  https://t.co/lGloX0eHMe 

👁 https://t.co/kfUFju9qXl 

1️⃣ https://t.co/d3PY5FOyFx 

🪖 https://t.co/9KMoFLtL01 https://t.co/WUkZYPtKPT",2023-12-06 20:05:04+00:00
"No102　DJ Skulls

#nft #NFTart #nfts #nftcollector #nftGiveway #PFP
#skull #skullart #mutuals #DJ #DJSkulls
#objkt #objktcom #tezosart #AIart #nftshill
#opensea #poligon #eth #MATIC https://t.co/OxSwjMBAGQ",2023-12-06 20:05:00+00:00
"@Elliott_Grogan This photo is the story of a young boy who is going on a journey, before he sets off.       

1/1 Prints                                  0.05 #ETH 

https://t.co/eoLJw0vj5r https://t.co/lJvyxLCDMr",2023-12-06 20:04:49+00:00
@Raijinsnft @Blue__Spade @MagicEden @Moonflownft @opensea @axldefi @factions_nft @De3ngineer @Khal_tsas Gm Legends...! ⚡⚡⚡ https://t.co/qkwU4TIv94,2023-12-06 20:04:47+00:00
@AaronDobbins_ just buy one Pablo https://t.co/CW2cGQpADX,2023-12-06 20:04:19+00:00
Unleash your wild side and conquer the NFT jungle! Our collection of 199 Elite Lions is now live on Opensea. Grab one f…,2023-12-06 20:04:16+00:00
"Realitic #51 has just sold for 1.525 WETH ($3,043.30 USD)

From: 0x6237 
To: mychoice.eth 

https://t.co/ngMscrZIkb
https://t.co/Upku3Noxdq https://t.co/2VxaJxKENc",2023-12-06 20:04:14+00:00
@artsspacework @opensea @thehugxyz Gn my friend 🌠,2023-12-06 20:03:49+00:00
Check out Bird’s eye view #9 - Rawai beach on OpenSea https://t.co/g88j9a1xAH #NFTCommunity #nftcollectors #NFT #NFTphotographers #drone,2023-12-06 20:03:44+00:00
"@MartinSweeney_ @AphiaBaby @opensea @xrpstik @QueenBella101 @icetrinium @lecumberi @DRAGON_XRP66 @xstik @Ripple @JohnEDeaton1 That's what you call a tweet boom, come on @xrpstik army. https://t.co/ysvcuj0B2f",2023-12-06 20:03:15+00:00
"🚀🎁 Airdrop $TIA 🚀🎁 

 LINK: https://t.co/7QyisGoYAX 

 #CELESTIA $ETH #memecoin #Trustwallet #bitcoin #Binance #altcoin $USDC #kucoin #BAYC TOKEN #Trading #GALXE $BLUR $PYTH #NFT #OPENSEA #Coinbase $BNB #CRYPTO #AAVE #Blockchain #crypto #ZEALY $DOGE $USDT $BTC $ADA $MATIC https://t.co/xWiIyTXefa",2023-12-06 20:02:45+00:00
@0x_Vinyl @opensea i will try rn! 😄😃 https://t.co/dlnPhfeu1L,2023-12-06 20:02:43+00:00
@AaronDobbins_ Pablo loves you https://t.co/CW2cGQpADX,2023-12-06 20:02:41+00:00
"@coinbase $TRADE will be the hub for RWA for me thats as big as it gets just how Opensea was the biggest marketplace for NFTs @Polytrade_fin will be the hub for RWAs 

@coinbase",2023-12-06 20:02:38+00:00
@opensea How about some support for creators or you don’t know about that one?,2023-12-06 20:02:37+00:00
"@GechasM52642 Nakisha Baerg  Hey there! I'm involved in creating and selling NFTs on the OpenSea platform. My name is gr_vestXX,",2023-12-06 20:02:26+00:00
Going rare! Tier 4 copyrighted original artist signature items https://t.co/UpILac6DTx via @opensea,2023-12-06 20:02:22+00:00
so how about that new opensea update on accounts/collections pages? 🙃 https://t.co/dU4lsGKXWa,2023-12-06 20:02:21+00:00
@opensea Let's see you de-list another genesis project without specifying any reason.,2023-12-06 20:02:20+00:00
"@s0meone_u_know Taste 👅 🍦the universe 🪐🧑‍🚀
0.05 ETH 
1/1 art
No AI 🙅‍♀️
#s0meone_u_know 
@RimmaArt_NFT @elina_imre 

https://t.co/oV6te2nyoF https://t.co/R05YLGD4Hv",2023-12-06 20:02:05+00:00
"@HeiGhtEneDGaiNs @DPaladin3000 @PsychoKittiesOG @Ugonzo_art @ElRealGenius @QuantumFrenzy @PsychoMolliesOG @0xPolygon @0xPolygonLabs @MagicEden @opensea @cryptocomnft 😅 yes, the eyes don't look quite right.",2023-12-06 20:01:39+00:00
"Skilled Skeleton #46984 was purchased on https://t.co/2nlJN0dK8L for 0.1 $WETH ($228.77) by https://t.co/keXsljRz7h from https://t.co/3xzmvc8pWO 

 https://t.co/1gEqmSCxOa https://t.co/pUwp2pNTVe",2023-12-06 20:00:50+00:00
Volkmar facing Shinx warrior. Find more here: https://t.co/IA1EHtfn5X  #NFT @opensea https://t.co/7Y2KysXsUS,2023-12-06 20:00:47+00:00
